Component	CO2_FF	CO2_AFOLU	CH4	N2O	SO2	CFC-11	CFC-12	CFC-113	CFC-114	CFC-115	CH3Br	CCl4	CH3CCl3	HCFC-22	HCFC-141b	HCFC-123	HCFC-142b	H-1211	H-1301	H-2402	HFC125	HFC134a	HFC143a	HFC227ea	HFC23	HFC245fa	HFC32	HFC4310mee	C2F6	C6F14	CF4	SF6	NOx	CO	NMVOC	NH3	BMB_AEROS_BC	BMB_AEROS_OC	BC	OC	CFC-13	HCFC-124	HCFC-133a	HFC152a	HFC365mfc	HFC236fa	C3F8	C4F8	C4F10	NF3	SO2F2
Unit 	 Pg_C	Pg_C	Tg	Tg_N	Tg_S	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Mt_N	Mt	Mt	Mt	Tg	Tg	Tg	Tg  Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg
Description 	 fossil_fuel 	 landuse 	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total  total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total  
Reference	ssp245	ssp245	ssp245	ssp245	ssp245	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	No data	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	ssp245	ssp245	ssp245	ssp245	ssp245	ssp245	ssp245	ssp245	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	
1937	1.2303576	0.90396876	127.18233707	1.34551135	23.24191662	0.0	0.0	1.7013755	0.00639002	0.0	111.3625	44.188471	0.0	1.1131878	0.0	0.0	0.0	0.00772185	0.0	0.0	0.0	0.0	0.0	7.58e-06	0.00112748	0.0	0.00072845	0.0	0.34372195	0.0	2.1186454	0.0	9.56136178	550.61094191	95.84567433	18.735883	1.42501442	12.95635516	2.55220065	7.89424955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1938	1.16071867	0.90677211	127.90539304	1.3541062	21.55243867	0.0	0.0	1.7183047	0.1328808	0.0	112.0603	49.06474	0.0	1.185033	0.0	0.0	0.0	0.00772855	0.0	0.0	0.0	0.0	0.0	7.61e-06	0.00122542	0.0	0.00073116	0.0	0.39883954	0.0	2.4891541	0.0	9.12000198	535.42684846	93.23706062	18.72062801	1.37681071	12.41929957	2.50273572	7.86451843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1939	1.23186729	0.90533147	129.50135677	1.36579988	23.02037612	0.0	0.0	1.7352338	0.68779311	0.0	112.8293	56.683054	0.0	1.2571398	0.0	0.0	0.0	0.11813875	0.0	0.0	0.0	0.0	0.0	7.64e-06	0.00133206	0.0	0.00073488	0.0	0.43390074	0.0	2.745053	0.0	9.61862979	554.53791712	97.34535423	18.98792969	1.44088222	13.01874514	2.56993838	8.00210818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1940	1.33168758	0.89292259	130.13499426	1.3785503	25.1701253	0.0	0.0	1.7521629	1.4928916	0.0	113.75015	67.980741	0.0	1.3304594	0.0	0.0	0.0	0.21814961	0.0	0.0	0.0	0.0	0.0	7.69e-06	0.00144818	0.0	0.00074075	0.0	0.50172554	0.0	3.2190952	0.0	9.94652532	550.46540565	96.49612887	18.93380648	1.38869784	12.48044091	2.63755579	8.08583483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1941	1.35651045	0.87555089	132.21809394	1.42598852	26.12542032	0.0	0.0	1.769092	2.2339929	0.0	114.54353	81.740279	0.0	1.4028748	0.0	0.0	0.0	0.1951164	0.0	0.0	0.0	0.0	0.0	7.73e-06	0.00157415	0.0	0.00074481	0.0	0.64957282	0.0	4.2240743	0.0	10.17852197	552.95006508	97.09407345	19.03403078	1.37779967	12.33633525	2.67249459	8.12569612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1942	1.35822634	0.89677115	134.70602408	1.52866651	26.71377172	0.0	0.19841173	1.7860212	2.976471	0.0	115.26991	95.021136	0.0	1.4745564	0.0	0.0	0.0	0.16898031	0.0	0.0	0.0	0.0	0.0	7.76e-06	0.00171095	0.0	0.00074793	0.0	0.84353078	0.0	5.585489	0.0	10.33006785	560.18418611	98.65719695	19.21018323	1.41696897	12.84272372	2.69722432	8.17147005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1943	1.40209626	0.89158461	136.62968688	1.67652974	27.12225687	0.05645176	4.3053247	1.8029502	3.7199961	0.0	116.04761	89.521615	0.0	1.5467027	0.0	0.0	0.0	0.14684461	0.0	0.0	0.0	0.0	0.0	7.79e-06	0.00185974	0.0	0.00075177	0.0	0.80476688	0.0	5.4576739	0.0	10.62820202	561.0185503	99.48634644	19.22648995	1.40553399	12.58617426	2.7085518	8.17852474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1944	1.38707266	0.89777497	138.93105622	1.85234803	26.58982603	0.97266311	16.545617	1.8198794	4.4638059	0.0	116.85265	72.694302	0.0	1.6191675	0.0	0.0	0.0	0.11439264	0.0	0.0	0.0	0.0	0.0	7.83e-06	0.00202151	0.0	0.000756	0.0	0.41764093	0.0	2.9606569	0.0	10.95580023	569.42755785	102.00830515	19.45467137	1.41392912	12.77844158	2.69734077	8.1396807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1945	1.18020137	0.89827788	141.02296396	2.04529525	23.42520792	3.4593405	24.846154	1.8368084	5.2077233	0.0	117.6118	68.369262	0.0	1.69101	0.0	0.0	0.0	0.08079857	0.0	0.0	0.0	0.0	0.0	7.86e-06	0.00219726	0.0	0.00075958	0.0	0.20111842	0.0	1.5076942	0.0	10.79494868	562.3881403	102.38686289	19.53099873	1.43419512	12.74330316	2.5362112	7.88711204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1946	1.29342735	0.98235178	142.70640225	2.24054669	23.14745435	4.9404679	24.839378	1.8537378	5.9856104	0.0	118.39896	74.717234	0.0	1.7631908	0.0	0.0	0.0	0.06430043	0.0	0.0	0.0	0.0	0.0	7.89e-06	0.00238835	0.0	0.00076356	0.0	0.27970458	0.0	2.0726649	0.0	10.79383034	555.28996295	102.65818349	19.68948842	1.35941137	12.30492982	2.61228507	8.00100368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1947	1.44901695	1.01302145	144.7944965	2.4268256	25.98999129	4.8390374	24.982371	1.8706665	6.4443541	0.0	119.2973	84.081746	0.0	1.8372679	0.0	0.0	0.0	0.04673123	0.0	0.0	0.0	0.0	0.0	7.94e-06	0.00259631	0.0	0.00076909	0.0	0.34838359	0.0	2.6369074	0.00337284	11.47255751	563.40377537	104.15736761	19.91609513	1.37727324	12.31774746	2.62701636	7.87325201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1948	1.54081314	1.02117022	147.27202945	2.58769476	27.17424786	4.8563661	24.987103	1.8875961	6.6649072	0.0	120.08364	90.670686	0.0	1.966277	0.0	0.0	0.0	0.02016938	0.0	0.0	0.0	0.0	0.0	7.98e-06	0.00332767	0.0	0.00077305	0.0	0.33316898	0.0	2.6243892	0.02361198	12.17759194	586.53608005	108.09641739	20.34906056	1.43213993	12.65723544	2.69138094	7.99312162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1949	1.51411664	1.03160404	150.21571489	2.71197019	26.21035927	5.561141	27.295461	1.8955033	7.1640705	0.0	120.70601	91.962416	0.0	1.6426278	0.0	0.0	0.0	-0.00157844	0.0	0.0	0.0	0.0	0.0	7.99e-06	0.02463759	0.0	0.00077473	0.0	0.31424196	0.0	2.5926444	0.06374104	11.84629258	588.44103868	109.15442578	20.9091959	1.40397943	13.06341577	2.69176712	8.01776361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1950	1.69465396	1.04480132	152.20100845	2.78472518	29.16135039	8.1460574	32.673745	1.9897329	7.4706053	0.0	121.62274	78.580053	0.0	1.0661465	0.0	0.0	0.0	0.00024328	0.0	0.0	0.0	0.0	0.0	8.05e-06	0.10531435	0.0	0.00078062	0.0	0.32876887	0.0	2.8441101	0.16053368	13.11257347	619.94397091	113.8598472	21.60140457	1.52392422	13.90821503	2.80733657	8.19759553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1951	1.81625619	1.26302317	155.27193517	2.82866091	30.39227899	12.050138	36.815853	2.1685287	7.5542237	0.0	122.51807	70.47669	0.01433052	1.0527789	0.0	0.0	0.0	0.00116643	0.0	0.0	0.0	0.0	0.0	8.09e-06	0.2343219	0.0	0.0007851	0.0	0.33222262	0.0	3.0430784	0.23983988	13.13259565	593.19945058	109.09095442	21.71096706	1.35214401	12.1685712	2.86019206	8.22961698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1952	1.85075452	1.29072658	160.5733576	2.87130535	30.78639644	16.078842	40.441283	2.4120426	7.6734014	0.0	123.26435	76.508762	0.21725302	1.4414744	0.0	0.0	0.0	-0.00203006	0.0	0.0	0.0	0.0	0.0	8.1e-06	0.3628351	0.0	0.00078674	0.0	0.32854487	0.0	3.2228257	0.24565292	13.46651847	606.95633999	112.6182109	22.39378605	1.37206299	12.62926716	2.90618698	8.32866719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1953	1.90473307	1.28788222	165.68183231	2.91627546	31.40623216	20.201055	45.581432	2.8478934	7.7034458	0.0	124.06078	81.681224	1.3575508	2.100408	0.0	0.0	0.0	-0.00022819	0.0	0.0	0.0	0.0	0.0	8.12e-06	0.48047903	0.0	0.00078951	0.0	0.31999622	0.0	3.3863087	0.24572915	14.02968336	623.9750548	116.77653779	23.08627653	1.43082925	13.1499596	2.96930564	8.45098011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1954	1.95414177	1.34187017	170.37100792	2.9630722	31.61552171	25.212381	51.892411	3.2763156	7.760213	0.0	124.75392	86.86347	3.6198833	2.8888848	0.0	0.0	0.0	-0.00407082	0.0	0.0	0.0	0.0	0.0	8.14e-06	0.59576061	0.0	0.00079082	0.0	0.29457384	0.0	3.4048632	0.24580572	14.3312408	628.90966353	118.78969286	23.5182693	1.43892276	13.07704682	3.03618501	8.57769213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1955	2.13749166	1.38698028	174.74044706	3.01373296	34.57058126	30.727319	59.871881	3.6788015	7.6370702	0.0	125.74327	91.980019	6.4848679	3.5564777	0.0	0.0	0.0	0.00104935	0.0	0.0	0.0	0.0	0.0	8.18e-06	0.70910415	0.0	0.00079623	0.0	0.26311875	0.0	3.3346824	0.24588273	15.33699694	641.32672533	122.54258151	23.78869162	1.43699861	12.90436012	3.1487465	8.70758045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1956	2.28965212	1.44540784	180.67111746	3.065383	37.13507559	33.546756	66.950489	4.2759912	7.5430316	0.0	126.58168	97.008491	9.1561662	4.5322658	0.0	0.0	0.0	0.00664016	0.0	0.0	0.0	0.0	0.0	8.21e-06	0.82044371	0.0	0.00079956	0.0	0.22075982	0.0	3.0796375	0.24595899	16.38328141	673.80622903	129.82302004	24.39548109	1.51825893	13.73337117	3.32614256	8.99111159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1957	2.38332889	1.47659987	186.05556774	3.12041433	38.8908297	32.871446	72.204141	4.9612019	7.3765313	0.0	127.41838	102.11597	11.488509	5.9875108	0.0	0.0	0.0	0.00434237	0.0	0.0	0.0	0.0	0.0	8.25e-06	0.92977447	0.0	0.000803	0.0	0.18587639	0.0	2.8571248	0.24603635	17.17665517	695.94961306	135.59152056	25.10938271	1.60851225	14.58187903	3.47601032	9.24447041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1958	2.4656015	1.5276717	188.38553995	3.18179046	39.35927242	34.746284	80.925329	5.6330503	6.9087313	0.0	128.42262	107.206	14.781202	7.120204	0.0	0.0	0.0	0.00260529	1.526e-05	0.00015507	0.0	0.0	0.0	8.29e-06	1.0371306	0.0	0.00080761	0.0	0.17928487	0.0	2.9954591	0.2461131	17.0177086	661.28548584	129.20858361	25.26871426	1.43084589	12.82042743	3.62964215	9.42622297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1959	2.60209624	1.4727759	192.68675731	3.24787497	41.33762319	43.506257	93.983467	6.3880226	6.8760458	0.0	129.47587	112.29185	18.063698	8.0253807	0.0	0.0	0.0	0.00086846	0.00012225	0.00124604	0.0	0.0	0.0	8.33e-06	1.1424694	0.0	0.00081212	0.0	0.18081021	0.0	3.2476716	0.30755864	17.48916662	665.43672221	131.21049744	25.78456832	1.38058891	12.48688189	3.80617344	9.65006856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1960	2.72679462	1.4606345	197.26110048	3.32142544	42.98960971	56.281481	107.5417	7.3201718	7.2392631	0.0	130.53321	117.2597	21.750437	9.5885732	0.0	0.0	0.0	-0.00086849	0.00023072	0.00237509	0.0	0.0	0.0	8.37e-06	1.2458107	0.0	0.00081724	0.0	0.17259465	0.0	3.3209398	0.4304021	18.11095913	668.56566298	133.33681491	26.12794679	1.35323809	12.24127438	3.93497499	9.82738876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1961	2.7504353	1.530231	205.1383413	3.54270588	48.39199457	70.618557	123.80387	8.4287849	7.4514735	0.0018618	131.26152	121.58986	27.278298	11.884386	0.0	0.0	0.0	-0.00260532	0.00024914	0.00354641	0.0	0.0	0.0	8.37e-06	1.346892	0.0	0.00081675	0.0	0.16861102	0.0	3.4304351	0.55328481	18.71107378	701.00534526	143.56526348	26.8897385	1.43746992	13.67653939	3.84271786	9.69703375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1962	2.86665561	1.5198038	207.21229918	3.67601298	49.39515008	86.214551	144.89716	9.6127678	7.5805279	0.04518137	132.4011	125.71015	32.049021	14.500089	0.0	0.0	0.0	-0.00434252	0.0002525	0.00492068	0.0	0.0	0.0	8.41e-06	1.4460951	0.0	0.00082101	0.0	0.17112099	0.0	3.6249821	0.61483924	19.30412115	678.84922337	140.10589201	27.3913443	1.41572196	12.85134726	3.85264915	9.69874737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1963	3.03434758	1.5262845	216.19226559	3.80091187	50.94091401	101.83231	167.67883	10.949721	7.9110854	0.24720738	132.99126	128.88013	37.52532	17.280228	0.0	0.0	0.0	-0.00786993	0.00035209	0.00597276	0.0	0.0	0.0	8.39e-06	1.5429261	0.0	0.00081943	0.0	0.18314033	0.0002959	3.9881367	0.55366285	20.49026901	741.31960162	156.13095399	28.74464761	1.53673715	14.84912675	3.9011386	9.76008418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1964	3.19165183	1.5173337	216.55616296	3.94278293	52.85484409	116.30072	189.8766	12.657214	8.4778946	0.46848862	134.07707	129.76929	49.914046	20.771971	0.0	0.0	0.0	-0.00075971	0.00103037	0.03358002	0.0	0.0	0.0	8.44e-06	1.6379776	0.0	0.00082434	0.0	0.20130699	0.00281424	4.4326257	0.49245891	21.21896084	689.11146001	146.45477556	28.60741633	1.37982072	12.67250954	3.88008874	9.70511445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1965	3.34002282	1.5484721	222.6664157	4.11209631	54.08754943	130.83984	213.3919	14.528257	9.0358315	0.58010695	135.19804	129.69213	70.507935	25.0603	0.0	0.0	0.0	0.01594865	0.00214069	0.11324642	0.0	0.0	0.0	8.46e-06	1.7308461	0.0	0.00082747	0.0	0.2250418	0.00633699	4.9089192	0.4926084	22.05010438	709.31229627	153.40539119	29.97215368	1.37978108	12.97409303	3.89022917	9.6758799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1966	3.49960006	1.5508256	226.3106958	4.3079508	55.29359394	147.99606	240.15802	16.547774	9.5008952	0.77191369	136.46754	129.70542	94.258765	30.477075	0.0	0.0	0.0	0.06978616	0.0031031	0.20275693	0.0	0.0	0.0	8.51e-06	1.8217969	0.0	0.00083229	0.0	0.26721734	0.00871699	5.6248074	0.61550021	22.81374563	710.94146646	156.49498091	31.55306755	1.37158628	12.73725145	3.91358851	9.6970457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1967	3.62377029	1.594899	232.33314649	4.47840262	54.78695183	169.42177	269.58286	18.918172	9.9208119	1.0373	137.66763	129.68847	116.32544	36.036945	0.0	0.0	0.0	0.24404072	0.00375425	0.26151045	1.246e-05	0.0	6.899e-05	8.54e-06	1.9105949	0.0	0.00083658	0.0	0.32052973	0.01079236	6.3547572	0.7384486	24.16018227	746.20982087	164.77531621	33.16777605	1.49042702	13.86462062	3.90003183	9.72067292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1968	3.8322732	1.5460563	235.33540267	4.61482187	56.89335844	195.13757	299.71437	21.713594	10.295172	1.3673824	139.24379	129.73308	133.08156	40.359034	0.0	0.0	0.00923798	0.44305972	0.00554318	0.29037411	8.804e-05	0.0	0.00048559	8.63e-06	1.9976935	0.0	0.00084583	0.0	0.40423022	0.01305003	7.3324415	0.67731523	25.37294758	740.48241823	165.09570877	34.38157284	1.38590485	12.98609835	3.98446824	9.83969857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1969	4.05910822	1.5427741	239.18485161	4.72905142	58.49349292	220.72612	327.55328	24.938178	10.638634	1.7120901	140.05867	129.76058	146.61896	44.144508	0.0	0.0	0.18322115	0.55613635	0.03648951	0.30862539	9.368e-05	0.0	0.00050389	0.00982482	2.0817369	0.0	0.00084505	0.0	0.5206411	0.01545898	8.4831718	0.67751619	26.02622913	747.02973154	169.68157132	34.96181251	1.34122628	12.19349376	4.06286533	9.90699576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1970	4.32089591	1.5310014	244.41839555	4.71064028	61.55680689	245.38621	354.60102	28.576904	11.00827	1.8909658	141.52757	129.69302	173.56366	49.037394	0.0	0.0	0.60795801	0.64373178	0.11813403	0.34789664	2.469e-05	0.0	0.00010851	0.03633065	2.1644992	0.0	0.00085202	0.0	0.6581692	0.01763153	9.5318801	0.80047128	27.78262307	781.0375523	179.68595467	37.46957853	1.36259954	12.64884847	4.18710926	10.13137585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1971	4.50751366	1.4047031	249.28953308	4.66001017	61.74390488	276.44309	387.53989	32.729139	11.452529	2.1402118	143.1196	129.60227	217.72405	55.790888	0.0	0.0	0.8564576	0.78786166	0.2232129	0.40686343	1.325e-05	0.0	4.259e-05	0.06458691	2.2451174	0.0	0.00085867	0.0	0.82992065	0.02001087	10.711494	0.86210262	28.57462104	796.20294253	183.5355579	38.13342516	1.36702999	12.86392198	4.336719	10.33119403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1972	4.70364427	1.3261336	257.21020543	4.92702901	63.49298144	314.22879	427.68026	37.465523	11.97792	2.5517628	144.52172	129.65777	267.60333	61.456633	0.0	0.0	0.87667663	1.0951867	0.31882408	0.4721474	1.348e-05	0.0	4.304e-05	0.08258019	2.3233295	0.0	0.00086363	0.0	1.0559029	0.02242113	12.24311	0.86237286	30.19116615	868.47357075	196.66552471	39.56446297	1.55163065	15.06410846	4.41952272	10.46332608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1973	4.97263875	1.3175873	260.29472497	5.0470226	66.3468421	338.0693	454.71123	42.979262	12.585161	2.92937	146.54158	129.79157	301.85553	65.420113	0.0	0.0	0.82240702	0.0	0.39726303	0.54390644	0.1889209628570825	0.9734580921940506	0.0944573032320477	0.0528926270965257	2.4006492	0.1646537590677894	0.0	0.0	1.152547919601815	0.02454693	10.405332134721249	0.3933822833554008	31.19354563	826.02931323	186.52593193	39.95714271	1.36371697	12.87753081	4.53211461	10.57811729	0.6728428842758057	0.0	0.0	2.143156889130296	0.0	0.0	0.2669960031115916	0.1289984244082007	0.0	0.0	0.0
1974	4.94515282	1.2897675	261.80827705	5.03062795	65.40034131	340.6055	453.22872	49.247959	13.447442	3.5184015	147.80664	129.76026	327.35544	71.666995	0.0	0.0	0.76119143	3.3023123075134344	0.67241083	0.65809554	0.2728081363020465	0.7988618492381647	0.0874350217054598	0.0337433748918556	2.474116	0.1397983114633234	0.0	0.0	1.4477416884346794	0.0268105	12.47142698066869	0.7368231088125671	31.03109723	824.62140222	183.60052508	40.69211664	1.4103262	12.89414726	4.56131774	10.70547736	1.118697368495116	0.0	0.0	2.3383342367737896	0.0	0.0	0.2802039561674174	0.1771889499155804	0.0	0.0	0.0
1975	4.92563784	1.3024158	263.05854865	5.20289177	64.21096125	337.71465	440.16522	57.565811	14.538442	4.2176868	148.91662	129.65616	384.99818	79.153904	0.0	0.0	0.80304672	2.807958960539313	1.2682709	0.8287437	0.4484031936735846	0.7024797953199595	0.1090678565669804	0.0252815891365116	3.0224178394691776	0.1332247423279398	0.0	0.0	1.5121665803322368	0.02894208	13.102842957082531	1.1172937593159675	30.72052737	816.91948586	177.51306731	41.4767259	1.33704077	12.2434562	4.6613906	10.8861976	1.4343183863883124	0.0	0.0	2.55449335151161	0.0	0.0015280500640812	0.0841582348011897	0.6754276567240595	0.0	0.0	0.0
1976	5.19151536	1.3194059	269.94820966	5.34833109	67.18290605	329.27602	426.10768	57.24638	15.386466	4.743647	150.23158	129.63321	475.43135	92.664426	0.0	0.0	0.82394648	3.102052649952006	1.8435573	0.98712807	0.1547800065018236	0.719294833834283	0.0541114220104645	0.0227973409371315	3.158268220268285	0.1270508602687812	0.0	0.0	1.584281415457834	0.03090111	14.208811667179368	1.4929349513097812	32.23852139	856.06349153	186.2474273	42.52135697	1.43268175	13.26401779	4.80481478	11.14170013	1.4040084376778157	0.0	0.0	2.302005383126016	0.0	0.005131887140358	0.088022154547231	0.9862755955997272	0.0	0.0	0.0
1977	5.36118018	1.3512792	274.0301524	5.49532241	67.80696211	306.11158	404.2283	55.875241	15.71703	5.1782548	152.04264	129.63647	533.0325	109.06413	0.0	0.0	0.93269902	5.622797994891065	2.1420878	1.0852977	0.1458823794382624	0.6073492791038007	0.0423225662088952	0.0345939415431075	3.35816566588101	0.1303623916027732	0.1645353897038148	0.0	1.6583410034840291	0.03271768	15.498259077932907	1.80982266764934	33.01002824	868.43130969	189.22553226	43.27485688	1.41206016	13.04144477	4.94111861	11.3457995	1.4074574312646566	0.0	0.0	2.141363137799999	0.0	0.0082831529924902	0.0959941671245447	1.1439609564273268	0.0	0.0	0.0
1978	5.57842281	1.2985151	276.33335446	5.62088489	68.05292116	301.6465711180172	462.6713409941997	72.245349	17.090392686791255	5.981696675799962	153.91731	134.08654212945987	542.3196870515334	102.76500840124793	0.0	0.0	0.7608012945856899	5.385667496043723	1.258062962437704	0.8060959076911677	0.2429048221092671	0.4264167437795549	0.0900389023445313	0.0612365149036122	3.595685864902181	0.1457444506290244	0.5938195281050866	0.0	1.718942164979828	0.03414454	16.469102545942977	1.9831166065578565	34.21812836	897.40514836	192.93479555	44.24089207	1.47269351	13.38870573	5.1063513	11.63103846	1.3175848907358387	0.0	0.0	2.264944696497423	0.0	0.0104611776740881	0.1093988908897929	1.089255490079813	0.0	0.0	0.3134731707352216
1979	5.72726186	1.2515593	281.60006561	5.80270876	69.15022477	285.96374802918064	418.6822676498669	94.634628	17.624976056052137	7.40772792256551	155.58904	123.3446557993763	512.1131430791337	108.88737650014518	0.0	0.0	0.2831950222025625	2.536637783072656	1.1113789347306593	0.8568091921078592	0.0	0.6619604825973511	0.1986528710840502	0.0764047849004327	3.78498740904716	0.0993403488973854	0.1590645422838861	0.0	1.7776837987973524	0.04627545	17.295493306356654	2.22068557072064	34.96181242	900.4664227	196.01690287	45.13478108	1.44250962	13.33983949	5.23472203	11.87264037	1.6081216047089673	0.0	0.0	2.2798062541860418	0.0	0.0115312333355106	0.1417037105153574	1.0653280650891246	0.0	0.0	0.4827514634098068
1980	5.647526	1.2433824	283.34647024	5.86853641	68.81405903	275.6660813806239	416.5734465564413	120.23426	18.24896223964845	3.041812120093048	157.04196	118.3457802003008	533.4325334737899	115.05341059290512	0.0	0.0	0.0	5.255356833719532	2.2139476247900065	0.9562982780874304	0.0	0.6546106397872791	0.1397804697480751	0.0655704185071499	3.9694284362312735	0.0809615275746864	0.1886427174031268	8.167e-05	1.8948083018526036	0.07463433	17.508587720163153	2.6105395635036897	34.71259861	890.51149519	194.39124204	45.97852705	1.42795971	13.27186891	5.19042742	11.96067675	1.697967113558754	0.0	0.0	2.345034835741899	0.0	0.012925472998674	0.1604533941455432	1.092037277574127	0.0	0.0	0.6762827441857278
1981	5.5359816	1.2520549	279.78942072	5.80103567	66.71812044	270.7530797337634	399.8429443785241	128.45086	18.27758187836199	6.69374215606699	158.51506	112.59967047991589	523.0275475695295	119.61010254289576	0.0270420155720785	0.0	0.0	4.5642616199573975	3.4439035974682177	0.9452320125034605	0.4903539737570099	0.6215391200967133	0.0256992408976657	0.0484027578793302	4.036091560967349	0.0853985882285996	0.2650379484111909	0.00069675	1.891489308363045	0.09733278	17.345009149891244	2.9363245025850166	34.06458094	875.78160944	189.16861386	46.37436562	1.36907057	12.79763321	5.20871166	12.07566276	1.677862014552112	0.0	0.0	1.957105564732501	0.0	0.0145197692652416	0.1671968071741354	1.1559431077417683	0.0	0.0023947293730088	0.5320522694893725
1982	5.47393273	1.2573836	287.66931539	6.03851199	65.56108697	263.3345926059752	429.45637471335885	89.00388819951054	17.31515098745586	8.233715410602672	159.18065	111.81017156259036	523.4935052549523	121.14132256712765	0.0	0.0	0.2068195237838961	5.276020865566212	2.643256782480935	1.0009879509456805	1.0411942867212929	0.768469310249202	0.0662657286447938	0.0608118696557085	4.277662760318777	0.0849769292235862	0.0710824188427068	0.0015785	1.8442267336017404	0.1086024	16.6295139928942	3.0852491651004907	34.105195	967.42929829	206.88446478	47.66689068	1.64670317	15.96571081	5.2685554	12.3064949	1.7484036698435683	0.0	0.0	3.291156276644415	0.0	0.016234030599314	0.1610411667559922	1.2250845122849567	0.0	0.0143144120643228	0.4437863698027573
